Link Id, Link Type, Distance, Source Id, Row Type, Source Rows, Column Type, Source Columns, Destination Id, Row Type, Destination Rows, Column Type, Destination Columns
1024,organization,0.05,16589,place,"Casablanca,Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Central Russia Airlines,",15682,date,"23 October, 2003,19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,19 October, 2003,22 October, 2003,21 October, 2003,18 October, 2003,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,"
1024,organization,0.06,16589,place,"Casablanca,Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Central Russia Airlines,",16470,place,"Pakistan,Africa,Cuba,",organization,"FBI,Central Russia Airlines,"
1024,organization,0.04,16589,place,"Casablanca,Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Central Russia Airlines,",16471,place,"Santo Domingo,Morocco,Casablanca,Pakistan,Chitral,Russia,The Dominican Republic,",organization,"Al Qaeda,Central Russia Airlines,"
1025,organization,0.06,15719,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",16723,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",organization,"NSA,Cuban intelligence,"
1025,organization,0.05,15719,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",16595,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,RCMP,University of Maryland,"
1025,organization,0.15,15719,date,"5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,",organization,"NSA,RCMP,Canada Eastern Airlines,",16585,place,"USA,Canada,New York,Afghanistan,",organization,"FBI,RCMP,CSIS,Surete' de l'Etat,"
1026,organization,0.07,16588,place,"Peshawar,Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,",15682,date,"23 October, 2003,19 - 24 October, 2003,20 - 24 October,21 - 22 October,21 - 25 October,22 - 24 October,19 - 24 October,22 - 23 October,19 -21 October,20 - 23 October,19 October, 2003,22 October, 2003,21 October, 2003,18 October, 2003,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,"
1026,organization,0.05,16588,place,"Peshawar,Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,",15908,organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,"
1027,organization,0.06,15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,",15908,organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,"
1027,organization,0.10,15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,",15951,organization,"Majestic Lines,American Islamic Scholarship Fund,",person,"Muhammed Dandani,Said Khadr,"
1027,organization,0.04,15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1027,organization,0.05,15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,",16769,place,"USA,Florida,Miami,Bahamas,Nassau,",organization,"Pakistani Intelligence,Majestic Lines,"
1027,organization,0.06,15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,",15425,document,"FBI_25,FBI_19,FBI_09,",organization,"FBI,God's Aryan Militia,"
1027,organization,0.06,15716,date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,Majestic Lines,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1028,organization,0.03,15717,date,"12 December, 2002,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,",16616,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,Toronto,Gizab,Qalat,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1028,organization,0.03,15717,date,"12 December, 2002,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,",16617,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,",organization,"Al Qaeda,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1028,organization,0.01,15717,date,"12 December, 2002,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,",16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1028,organization,0.11,15717,date,"12 December, 2002,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,",16619,place,"USA,Canada,London,UK,Detroit,Michigan,",organization,"FBI,Al Qaeda,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
1029,organization,0.18,16572,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,Missouri,",organization,"FBI,FirstTex Bank,Arlington police,University of Texas in Arlington,",15937,organization,"FirstTex Bank,Arlington police,University of Texas in Arlington,",person,"Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,"
1029,organization,0.07,16572,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,Missouri,",organization,"FBI,FirstTex Bank,Arlington police,University of Texas in Arlington,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1030,organization,0.08,16570,place,"USA,Canada,New Jersey,",organization,"FBI,NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Baker St. Mosque,",16499,place,"USA,Canada,New Jersey,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,"
1030,organization,0.11,16570,place,"USA,Canada,New Jersey,",organization,"FBI,NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Baker St. Mosque,",15875,organization,"FBI,Al Qaeda,RCMP,",person,"Raeed Beandali,Abdul Ahmed Nasser,"
1030,organization,0.09,16570,place,"USA,Canada,New Jersey,",organization,"FBI,NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Baker St. Mosque,",16498,place,"USA,Canada,New Jersey,London,UK,Heathrow Airport,",organization,"Al Qaeda,Hamas,Baker St. Mosque,"
1030,organization,0.07,16570,place,"USA,Canada,New Jersey,",organization,"FBI,NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Baker St. Mosque,",16468,place,"USA,New York,New Jersey,",organization,"FBI,RCMP,American Islamic Scholarship Fund,"
1031,organization,0.07,16575,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,",organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,",15908,organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,"
1032,organization,0.08,16576,place,"USA,Texas,Mexico,Columbia,",organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,FARC,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1033,organization,0.09,16573,place,"USA,Texas,Columbia,231 12th St.,Missouri,",organization,"Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,",16547,place,"USA,Florida,Bahamas,Nassau,London,UK,",organization,"Pakistani Intelligence,Al Qaeda,Baker St. Mosque,"
1033,organization,0.10,16573,place,"USA,Texas,Columbia,231 12th St.,Missouri,",organization,"Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,",16457,place,"USA,Santo Domingo,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,"
1033,organization,0.09,16573,place,"USA,Texas,Columbia,231 12th St.,Missouri,",organization,"Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,",16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
1034,organization,0.07,16574,place,"USA,Texas,Columbia,Missouri,",organization,"FBI,Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,",15937,organization,"FirstTex Bank,Arlington police,University of Texas in Arlington,",person,"Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,"
1034,organization,0.05,16574,place,"USA,Texas,Columbia,Missouri,",organization,"FBI,Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,",15936,organization,"Al Qaeda,Pakistani intelligence,police HQ,",person,"Abdul Jabarah,Fahd Jehani,Ramzi al Shibh,S. H.,Moataz,"
1034,organization,0.09,16574,place,"USA,Texas,Columbia,Missouri,",organization,"FBI,Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1035,organization,0.08,16438,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,",16595,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,RCMP,University of Maryland,"
1035,organization,0.02,16438,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,",16596,place,"USA,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,University of Maryland,"
1035,organization,0.07,16438,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,",16598,place,"USA,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,MI 5,Al Qaeda,RCMP,Taliban,University of Maryland,"
1036,organization,0.05,16439,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,",organization,"FBI,DIA,RCMP,",16596,place,"USA,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,University of Maryland,"
1036,organization,0.07,16439,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,",organization,"FBI,DIA,RCMP,",16438,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Marrakech,",organization,"DIA,RCMP,"
1036,organization,0.01,16439,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,",organization,"FBI,DIA,RCMP,",15424,document,"FBI_23,FBI_18,CIA_33,",organization,"FBI,DIA,"
1036,organization,0.04,16439,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,",organization,"FBI,DIA,RCMP,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1037,organization,0.11,16436,place,"USA,Canada,Morocco,Detroit,Michigan,Afghanistan,Khost,",organization,"DIA,Al Qaeda,",16428,place,"USA,Santo Domingo,Texas,Houston,Columbia,Caribbean,",organization,"Al Qaeda,FARC,"
1038,organization,0.11,16437,place,"USA,Canada,Detroit,Michigan,Afghanistan,Khost,",organization,"FBI,DIA,Al Qaeda,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1038,organization,0.05,16437,place,"USA,Canada,Detroit,Michigan,Afghanistan,Khost,",organization,"FBI,DIA,Al Qaeda,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
1038,organization,0.06,16437,place,"USA,Canada,Detroit,Michigan,Afghanistan,Khost,",organization,"FBI,DIA,Al Qaeda,",15424,document,"FBI_23,FBI_18,CIA_33,",organization,"FBI,DIA,"
1039,organization,0.04,16434,place,"USA,Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",16545,place,"USA,Florida,Peshawar,Pakistan,",organization,"Holland Orange Shipping Lines,Pakistani Intelligence,Al Qaeda,"
1039,organization,0.04,16434,place,"USA,Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",16457,place,"USA,Santo Domingo,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,"
1039,organization,0.03,16434,place,"USA,Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",16451,place,"USA,Santo Domingo,Peshawar,Pakistan,Bahamas,Nassau,London,UK,Afghanistan,Chitral,Chicago,Illinois,",organization,"Al Qaeda,Seashore Hotel,"
1039,organization,0.05,16434,place,"USA,Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1039,organization,0.03,16434,place,"USA,Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
1039,organization,0.04,16434,place,"USA,Santo Domingo,Caribbean,",organization,"Holland Orange Shipping Lines,Al Qaeda,FARC,",16541,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,University of Missouri,"
1040,organization,0.15,16435,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,Afghanistan,766 Livernois Rd.,Ferndale,Khost,",organization,"FBI,DIA,",15424,document,"FBI_23,FBI_18,CIA_33,",organization,"FBI,DIA,"
1040,organization,0.05,16435,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,Afghanistan,766 Livernois Rd.,Ferndale,Khost,",organization,"FBI,DIA,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1040,organization,0.10,16435,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,Afghanistan,766 Livernois Rd.,Ferndale,Khost,",organization,"FBI,DIA,",15920,organization,"FBI,USCIS,",person,"Khalid Shamrani,Shamrani,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
1041,organization,0.02,16433,place,"USA,Santo Domingo,Dominican Republic,Caribbean,",organization,"Holland Orange Shipping Lines,FARC,",16474,place,"Santo Domingo,Morocco,Casablanca,Pakistan,Chitral,The Dominican Republic,",organization,"Holland Orange Shipping Lines,Al Qaeda,Central Russia Airlines,"
1042,organization,0.05,16432,place,"USA,Texas,Houston,Columbia,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,FARC,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1042,organization,0.04,16432,place,"USA,Texas,Houston,Columbia,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,FARC,",16537,place,"USA,Texas,Houston,Saudi Arabia,Chicago,Illinois,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,"
1042,organization,0.05,16432,place,"USA,Texas,Houston,Columbia,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,FARC,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1043,organization,0.02,16431,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",organization,"FBI,God's Aryan Militia,ELN,FARC,",15910,organization,"FBI,God's Aryan Militia,",person,"Khalid Shamrani,Shamrani,Walter Smith,Billy Jack Hawkins,Slade Goodman,al Quso,Hafs,Halfs,Saeed al Nami,Riyad al Taifi,"
1044,organization,0.10,15700,date,"2001,3 November, 2003,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,",16699,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
1044,organization,0.10,15700,date,"2001,3 November, 2003,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1044,organization,0.10,15700,date,"2001,3 November, 2003,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1045,organization,0.05,16430,place,"USA,Texas,Houston,Columbia,Caribbean,",organization,"Al Qaeda,ELN,FARC,",16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
1045,organization,0.04,16430,place,"USA,Texas,Houston,Columbia,Caribbean,",organization,"Al Qaeda,ELN,FARC,",16457,place,"USA,Santo Domingo,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,"
1045,organization,0.04,16430,place,"USA,Texas,Houston,Columbia,Caribbean,",organization,"Al Qaeda,ELN,FARC,",16542,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,University of Missouri,"
1046,organization,0.10,15701,date,"1990,1993,",organization,"FBI,Vector,University of Missouri,Rutgers University,American University in Beirut,Western Union,",16699,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,",organization,"FBI,Al Qaeda,University of Missouri,Rutgers University,American University in Beirut,Western Union,"
1047,organization,0.05,15702,date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1047,organization,0.03,15702,date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
1047,organization,0.07,15702,date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,",15425,document,"FBI_25,FBI_19,FBI_09,",organization,"FBI,God's Aryan Militia,"
1047,organization,0.05,15702,date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,",15424,document,"FBI_23,FBI_18,CIA_33,",organization,"FBI,DIA,"
1047,organization,0.05,15702,date,"1997,1994,1999,21 January, 2002,June 20 to July 2, 2000,",organization,"FBI,Taliban,",15910,organization,"FBI,God's Aryan Militia,",person,"Khalid Shamrani,Shamrani,Walter Smith,Billy Jack Hawkins,Slade Goodman,al Quso,Hafs,Halfs,Saeed al Nami,Riyad al Taifi,"
1048,organization,0.05,15703,date,"1997,1994,1999,October 1967,3 February, 04,",organization,"Al Qaeda,Taliban,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1048,organization,0.07,15703,date,"1997,1994,1999,October 1967,3 February, 04,",organization,"Al Qaeda,Taliban,",16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
1048,organization,0.05,15703,date,"1997,1994,1999,October 1967,3 February, 04,",organization,"Al Qaeda,Taliban,",16457,place,"USA,Santo Domingo,Peshawar,Pakistan,Afghanistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,"
1049,organization,0.03,15704,date,"1999,2001,17 September, 2004,",organization,"Al Qaeda,American Islamic Scholarship Fund,",16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
1049,organization,0.01,15704,date,"1999,2001,17 September, 2004,",organization,"Al Qaeda,American Islamic Scholarship Fund,",16541,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,University of Missouri,"
1049,organization,0.03,15704,date,"1999,2001,17 September, 2004,",organization,"Al Qaeda,American Islamic Scholarship Fund,",16451,place,"USA,Santo Domingo,Peshawar,Pakistan,Bahamas,Nassau,London,UK,Afghanistan,Chitral,Chicago,Illinois,",organization,"Al Qaeda,Seashore Hotel,"
1050,organization,0.03,15705,date,"1999,2001,",organization,"FBI,Al Qaeda,American Islamic Scholarship Fund,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1050,organization,0.03,15705,date,"1999,2001,",organization,"FBI,Al Qaeda,American Islamic Scholarship Fund,",15876,organization,"FBI,Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,"
1050,organization,0.02,15705,date,"1999,2001,",organization,"FBI,Al Qaeda,American Islamic Scholarship Fund,",16526,place,"USA,Peshawar,Pakistan,Texas,",organization,"FBI,USCBP,Al Qaeda,"
1050,organization,0.03,15705,date,"1999,2001,",organization,"FBI,Al Qaeda,American Islamic Scholarship Fund,",16529,place,"USA,New Jersey,Detroit,Michigan,Afghanistan,Saudi Arabia,",organization,"FBI,Al Qaeda,Taliban,"
1051,organization,0.05,15706,date,"1 September,25 September,12 July, 2004,3 August, 2004,11 August, 2004,",organization,"FBI,USCBP,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1051,organization,0.10,15706,date,"1 September,25 September,12 July, 2004,3 August, 2004,11 August, 2004,",organization,"FBI,USCBP,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
1051,organization,0.12,15706,date,"1 September,25 September,12 July, 2004,3 August, 2004,11 August, 2004,",organization,"FBI,USCBP,",15920,organization,"FBI,USCIS,",person,"Khalid Shamrani,Shamrani,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
1052,organization,0.04,16579,place,"USA,London,UK,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,Al Qaeda,USCIS,",15875,organization,"FBI,Al Qaeda,RCMP,",person,"Raeed Beandali,Abdul Ahmed Nasser,"
1052,organization,0.02,16579,place,"USA,London,UK,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,Al Qaeda,USCIS,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1052,organization,0.04,16579,place,"USA,London,UK,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,Al Qaeda,USCIS,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
1053,organization,0.09,15707,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,",15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
1053,organization,0.06,15707,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,",15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
1053,organization,0.20,15707,date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,",organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,",16702,place,"USA,22 Hoveniersstraat,Antwerp,Belgium,",organization,"FBI,USCBP,USPS,"
