BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns
15882,organization,"Vector,Central Russia Airlines,",person,"Pyotr Safrygin,Safrygin,"
15883,organization,"MI 6,MI 5,Freeport Star Hotel,",person,"Omar Hanif,Muslih Odeh,"
15884,organization,"Canal Bank,Peoples Bank,",person,"Ramundo Ortiz,Jose Escalante,"
15885,organization,"MI 6,Caribbean Cargo Shipping Lines,Caribbean Cargo,Seashore Hotel,Island Freight Lines,",person,"Sufaat,Ali Sufaat,"
15886,organization,"MI 6,Seashore Hotel,Island Freight Lines,",person,"Sufaat,Ali Sufaat,Omar Hanif,"
15887,organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,",person,"Saeed al Nami,Riyad al Taifi,"
15888,organization,"FBI,God's Aryan Militia,ELN,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,"
15889,organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Canadauto Car Rental Agency,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,"
15890,organization,"FBI,University of Missouri,Rutgers University,American University in Beirut,Western Union,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Shakur,"
15891,organization,"Pakistani Intelligence,MI 5,Freeport Star Hotel,Seashore Hotel,",person,"Omar Hanif,Hanif,"
15892,organization,"NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,"
15893,organization,"RCMP,Hezbollah,",person,"Rifai Qasim,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,"
15894,organization,"BailOut,Carolina First Bank,Hezbollah,Southern Trailways,First Emirate Bank,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Mustafa,"
15895,organization,"FBI,DIA,BailOut,Carolina First Bank,Detroit police,",person,"Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,"
15896,organization,"BailOut,Carolina First Bank,",person,"Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,Mustafa,"
15897,organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,"
15898,organization,"FBI,Taliban,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abdul Ahmed Nasser,"
15899,organization,"FBI,USCBP,DIA,Al Khuldan camp,",person,"Abdul Nasser,Ali al-Omari,"
15900,organization,"FBI,DIA,Al Khuldan camp,",person,"Abdul Nasser,Ali al-Omari,Abdul Ahmed Nasser,"
15901,organization,"FBI,DIA,",person,"Abdul Nasser,Ali al-Omari,Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,"
15902,organization,"Holland Orange Shipping Lines,Al Qaeda,Moroccan police,Central Russia Airlines,",person,"Abdellah Atmani,Atmani,"
15903,organization,"Al Qaeda,Central Russia Airlines,",person,"Abdellah Atmani,Atmani,Safrygin,"
15904,organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,",person,"Imad Dahdah,Dahdah,"
15905,organization,"NSA,Vector,Cuban government,Moscow State University,",person,"Bugarov,Boris Bugarov,"
15906,organization,"Al Qaeda,Farooq training camp,Spin Shaga camp,University of Cairo,",person,"Saeed Hasham,Yasir Salman,Badawi,Hamid Qatada,Khalid Taha,Osama bin Laden,"
15907,organization,"ELN,Cuban military,National Liberation Army,Cuban intelligence,",person,"Jose Escalante,Escalante,"
15908,organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,"
15909,organization,"FBI,God's Aryan Militia,GAM,Westerner Motel,",person,"Khalid Shamrani,Shamrani,Walter Smith,Billy Jack Hawkins,Slade Goodman,al Quso,Hafs,Halfs,"
15910,organization,"FBI,God's Aryan Militia,",person,"Khalid Shamrani,Shamrani,Walter Smith,Billy Jack Hawkins,Slade Goodman,al Quso,Hafs,Halfs,Saeed al Nami,Riyad al Taifi,"
15911,organization,"FBI,USCBP,Belgian intelligence,militant Islamic groups,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Ramundo Ortiz,Ortiz,Dopple,"
15912,organization,"FBI,USCBP,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Ramundo Ortiz,Ortiz,Dopple,Abdul Nasser,Ali al-Omari,"
15913,organization,"NSA,DIA,RCMP,Canada Eastern Airlines,",person,"Abdul al Nami,Abdul,Satam Derwish,Derwish,Ronald,Satam,Ali,"
15914,organization,"DIA,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Abdul,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,Ali,"
15915,organization,"NSA,RCMP,Canada Eastern Airlines,",person,"Abdul al Nami,Abdul,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Satam,Ali,"
15916,organization,"Al Qaeda,Farooq training camp,Farooq training facility,Pakistani police,",person,"Badawi,Mamdouh al Hazmi,Mohamed al Omari,Hasham,Omari,"
15917,organization,"Al Qaeda,Farooq training camp,",person,"Saeed Hasham,Yasir Salman,Badawi,Mamdouh al Hazmi,Mohamed al Omari,Hasham,Omari,Hamid Qatada,Khalid Taha,Osama bin Laden,"
15918,organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
15919,organization,"FBI,MI 5,Islamic Jihad,USCIS,",person,"Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
15920,organization,"FBI,USCIS,",person,"Khalid Shamrani,Shamrani,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
15921,organization,"FBI,MI 5,",person,"Raeed Beandali,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
15922,organization,"Holland Orange Shipping Lines,Al Qaeda,Moroccan police,",person,"Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,"
15923,organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Moroccan Oasis Hotel,",person,"Yasir Salman,Ali Talib,Abu Adil,Omar al Banna,Nadia Mahfouz,Ali Mishal,Abdel Noufal,Ahmad Miner,Jamat Syeed,Shukri Azzam,Nidal Awad,"
15924,organization,"MI 5,Freeport Star Hotel,Seashore Hotel,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,"
15925,organization,"MI 5,Freeport Star Hotel,",person,"Omar Hanif,Hanif,Muslih Odeh,Jamal al Quso,Omar Mahmoud Othman,Othman,Odeh,"
15926,organization,"FBI,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,"
15927,organization,"FARC,Cuban intelligence services,Cuban intelligence,",person,"Arze,Cesar Arze,"
15928,organization,"BMI,CalNational Bank,University of Maryland,",person,"Abu Somad,Yazid Bafaba,"
15929,organization,"DIA,Detroit Utilities Co.,University of Maryland,",person,"Abdul al Nami,Khaled Jehani,"
15930,organization,"DIA,Detroit Utilities Co.,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Khaled Jehani,Satam,"
15931,organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,",person,"Raeed Beandali,David Loiseau,Fahd Khadr,"
15932,organization,"NSA,Vector,Cuban government,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,"
15933,organization,"FBI,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,"
15934,organization,"FBI,RCMP,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,Ralph bean,"
15935,organization,"USCBP,Longhorn Motel,USCPB,",person,"Mike Sanders,Sanders,"
15936,organization,"Al Qaeda,Pakistani intelligence,police HQ,",person,"Abdul Jabarah,Fahd Jehani,Ramzi al Shibh,S. H.,Moataz,"
15937,organization,"FirstTex Bank,Arlington police,University of Texas in Arlington,",person,"Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,"
15938,organization,"NSA,AutoFleet taxi company,",person,"Morales,Carlos Morales,"
15939,organization,"MI 5,Al Qaeda,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Murad,"
15940,organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,",person,"Jose Escalante,Yasir Salman,Ali Talib,Abu Adil,Omar al Banna,Nadia Mahfouz,Ali Mishal,Abdel Noufal,Ahmad Miner,Jamat Syeed,Shukri Azzam,Nidal Awad,Carlos Araneda,B. Bugarov,Arnoldo Ramirez,"
15941,organization,"AOL,Oasis Internet Cafe,",person,"Abdul,R. Derwish,rder3,"
15942,organization,"University of Miami,Majestic Lines,",person,"Muhammed Dandani,Dandani,"
15943,organization,"University of Miami,Tawhid Mosque,",person,"Jamal al Shibh,al Shibh,"
15944,organization,"RCMP,CSIS,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,"
15945,organization,"Drexel Car Rental Agency,Central States Airline,",person,"Abu Hafs,Mehdi Rafiki,Rafiki,"
15946,organization,"BMI,CalNational Bank,",person,"Riduan Sungkar,Omar Evertts,Abu Somad,Yazid Bafaba,Somad,Bafaba,"
15947,organization,"FARC,Cuban intelligence services,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,"
15948,organization,"Surete' de l'Etat,Canadauto Car Rental Agency,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,"
15949,organization,"Vector,Medikat,",person,"Safrygin,Igor Kolokov,Kolokov,H. Q.,"
15950,organization,"Al Qaeda,Omar training camp,",person,"Saeed Hasham,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,"
15951,organization,"Majestic Lines,American Islamic Scholarship Fund,",person,"Muhammed Dandani,Said Khadr,"
15952,organization,"Central Russia Airlines,Cuban Government,",person,"Pyotr,Boris,"
15953,organization,"FBI,USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,"
15954,person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,",money,"$8,000,$48,000,"
15955,person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Shakur,",money,"$8,000,4,000,$4,000,"
15956,person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,wshakur,",money,"4,000,$11,000,"
15957,person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,",money,"$11,000,$4,000,$8,000,4,000,"
15958,person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Mustafa,",money,"$3000,$2,000,"
15959,person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,",money,"$10,000,$3000,$2,000,"
15960,person,"Pieter Dopple,Ramundo Ortiz,",money,"$150,000,$250.00,"
15961,person,"Pieter Dopple,HIjazi,A. Hijazi,",money,"$250.00,$47,000,"
15962,person,"Adnan Hijazi,Hijazi,",money,"$150,000,$47,980,$48,000,$8,000,"
15963,place,"USA,New York,Virginia,New Jersey,London,UK,Detroit,Michigan,Afghanistan,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,"
15964,place,"USA,New York,Virginia,Florida,New Jersey,Afghanistan,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,"
15965,place,"USA,New York,Virginia,New Jersey,Afghanistan,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,"
15966,place,"USA,Buenos Aires,Argentina,Columbia,231 12th St.,Missouri,",date,"1 November, 2003,26 December, 2003,"
15967,place,"USA,Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,Russia,Maryland,Abba,Chechnya,Baglan,",date,"1997,1999,"
15968,place,"USA,New Jersey,Buenos Aires,Argentina,Columbia,224 Paulson Ave.,Clifton,",date,"1 November, 2003,2 January, 2004,"
15969,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Russia,Laurel,",date,"1999,2002,"
15970,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,"
15971,place,"USA,Virginia,London,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1999,2002,"
15972,place,"USA,Virginia,Egypt,Afghanistan,Laurel,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",date,"2001,2002,"
15973,place,"USA,Virginia,Afghanistan,Laurel,",date,"1 November, 2003,1999,2001,2002,"
15974,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,"
15975,place,"USA,Detroit,Michigan,Afghanistan,Russia,",date,"1997,1999,2002,"
15976,place,"USA,New Jersey,Detroit,Michigan,Russia,Chicago,Illinois,",date,"1999,1992,"
15977,place,"USA,Windsor,Ontario,Canada,Santo Domingo,Dominican Republic,New Jersey,Newark,Detroit,Michigan,Columbia,",date,"1 November, 2003,1992,"
15978,place,"USA,Windsor,Ontario,Canada,Cuba,Newark,Havana,Detroit,Michigan,Moscow,Russia,",date,"1992,2002,"
15979,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Russia,",date,"1997,1992,2002,"
15980,place,"USA,Detroit,Michigan,Russia,",date,"1997,1999,1992,2002,"
15981,place,"USA,New York,Virginia,New Jersey,Columbia,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1991,"
15982,place,"USA,Cuba,New Jersey,Calamar,Columbia,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1991,"
15983,place,"USA,Virginia,Cuba,Havana,Laurel,",date,"2002,1991,"
15984,place,"USA,Cuba,New Jersey,Havana,Columbia,Caribbean,",date,"1992,1991,"
15985,place,"USA,Bahamas,New Jersey,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Russia,Chicago,Illinois,224 Paulson Ave.,Clifton,Baker St.,London Heathrow,Yemen,",date,"1999,1993,"
15986,place,"USA,New Jersey,London,UK,Afghanistan,224 Paulson Ave.,Clifton,",date,"1 November, 2003,1999,1993,"
15987,place,"USA,Pakistan,New Jersey,Afghanistan,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",date,"1993,2001,"
15988,place,"USA,New Jersey,Afghanistan,224 Paulson Ave.,Clifton,",date,"1 November, 2003,1999,1993,2001,"
15989,place,"USA,Cuba,London,UK,Afghanistan,Moscow,Russia,",date,"1993,2002,"
15990,place,"USA,London,UK,Afghanistan,Russia,",date,"1999,1993,2002,"
15991,place,"USA,Cuba,New Jersey,Moscow,Russia,Chicago,Illinois,Middle East,South America,Saratov,Europe,",date,"1992,1993,"
15992,place,"USA,New Jersey,Russia,Chicago,Illinois,",date,"1999,1992,1993,"
15993,place,"USA,New York,Virginia,Florida,Pakistan,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"2001,17 September, 2004,"
15994,place,"USA,Florida,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,"
15995,place,"USA,Santo Domingo,Dominican Republic,65 Avenue San Martin,Detroit,Michigan,",date,"1 November, 2003,23 October, 2003,"
15996,place,"USA,Santo Domingo,Dominican Republic,Cuba,Havana,Detroit,Michigan,",date,"23 October, 2003,1992,"
15997,place,"USA,Santo Domingo,Dominican Republic,Detroit,Michigan,",date,"1 November, 2003,23 October, 2003,1992,"
15998,place,"USA,Cuba,Havana,Detroit,Michigan,",date,"23 October, 2003,1992,2002,"
15999,place,"USA,Morocco,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,",date,"5 March, 2004,23 October, 2003,"
16000,place,"USA,Florida,Bahamas,New Jersey,Nassau,UK,Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,2116 27th St.,Laurel,Maryland,",date,"1994,1999,"
16001,place,"USA,New Jersey,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,"
16002,place,"USA,New Jersey,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,"
16003,place,"USA,Florida,New Jersey,Afghanistan,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,"
16004,place,"USA,New Jersey,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,"
16005,place,"USA,Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,Maryland,",date,"1997,1994,1999,"
16006,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,"
16007,place,"USA,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2002,"
16008,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,"
16009,place,"USA,Bahamas,New Jersey,Nassau,UK,Afghanistan,",date,"1994,1999,1993,"
16010,place,"USA,New Jersey,UK,Afghanistan,",date,"1 November, 2003,1994,1999,1993,"
16011,place,"USA,New Jersey,Afghanistan,",date,"1 November, 2003,1994,1999,1993,2001,"
16012,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,Saudi Arabia,Riyadh,",date,"1998,1994,"
16013,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",date,"1998,1994,1999,"
16014,place,"USA,Cuba,Texas,Houston,Buenos Aires,Argentina,Ojinaga,Mexico,Calamar,Columbia,Chetumal,Cartagena,Guane,Arlington,Presidio,Dallas,Grand Prairie,Mexico City,Ft. Stockton,San Antonio,2727 Robinson Rd.,1212 Pipeline Rd.,Euless,899 Almeda-Genoa Rd.,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,"
16015,place,"USA,Buenos Aires,Argentina,Columbia,",date,"1 November, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,"
16016,place,"USA,Cuba,Calamar,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1991,"
16017,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",date,"1992,1 July, 2003,"
16018,place,"USA,New Jersey,Detroit,Michigan,Chicago,Illinois,",date,"1999,1992,1 July, 2003,"
16019,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,"
16020,place,"USA,New Jersey,Chicago,Illinois,",date,"1999,1992,1 July, 2003,1993,"
16021,place,"USA,Canada,New York,Paris,France,Buffalo,Afghanistan,Montreal,Quebec,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,175 Rue Durocher,Walden Ave.,Schiller Park,",date,"2 April, 2003,1 April, 2003,"
16022,place,"USA,New York,Afghanistan,Chicago,Illinois,",date,"1999,2 April, 2003,1 April, 2003,"
16023,place,"USA,Canada,New York,Paris,France,Buffalo,Afghanistan,",date,"1 November, 2003,2 April, 2003,1 April, 2003,"
16024,place,"USA,New York,Afghanistan,Pakhtia,",date,"2001,2 April, 2003,1 April, 2003,"
16025,place,"USA,New York,Afghanistan,",date,"1 November, 2003,1999,2001,2 April, 2003,1 April, 2003,"
16026,place,"USA,Florida,Bahamas,New Jersey,Nassau,London,UK,11 Apple St.,455 11th St.,Miami Beach,",date,"1999,1 May, 2003,"
16027,place,"USA,Canada,New Jersey,London,UK,Heathrow Airport,",date,"1 November, 2003,1 May, 2003,"
16028,place,"USA,Bahamas,New Jersey,Nassau,London,UK,11 Apple St.,",date,"1999,1993,1 May, 2003,"
16029,place,"USA,New Jersey,London,UK,",date,"1 November, 2003,1999,1993,1 May, 2003,"
16030,place,"USA,Florida,Bahamas,Nassau,London,UK,11 Apple St.,",date,"1998,1999,1 May, 2003,"
16031,place,"USA,Florida,Bahamas,New Jersey,Nassau,UK,",date,"1994,1999,1 May, 2003,"
16032,place,"USA,Bahamas,New Jersey,Nassau,UK,",date,"1994,1999,1993,1 May, 2003,"
16033,place,"USA,New Jersey,UK,",date,"1 November, 2003,1994,1999,1993,1 May, 2003,"
16034,place,"USA,Canada,New Jersey,",date,"1 November, 2003,1992,1 July, 2003,1 May, 2003,"
16035,place,"USA,New York,Virginia,Florida,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
16036,place,"USA,New York,Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
16037,place,"USA,Florida,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
16038,place,"USA,Florida,New Jersey,455 11th St.,Miami Beach,",date,"1999,2001,1991,1 May, 2003,17 September, 2004,14 September, 2004,29 October, 2004,"
16039,place,"USA,Florida,New Jersey,",date,"1994,1999,2001,1991,1 May, 2003,17 September, 2004,14 September, 2004,29 October, 2004,"
16040,place,"USA,Bahamas,Nassau,London,UK,Detroit,Michigan,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1999,1996,"
16041,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,"
16042,place,"USA,Bahamas,Nassau,UK,Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,",date,"1994,1999,1996,"
16043,place,"USA,Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,",date,"1997,1994,1999,1996,"
16044,place,"USA,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",date,"1998,1994,1999,1996,"
16045,place,"USA,Afghanistan,Saudi Arabia,Riyadh,",date,"1997,1998,1994,1999,1996,"
16046,place,"USA,Detroit,Michigan,Chicago,Illinois,",date,"1999,1996,1992,1 July, 2003,"
16047,place,"USA,Windsor,Ontario,Canada,New York,Paris,France,Buffalo,174 Rue Cardinet,Detroit,Michigan,",date,"15 December, 2003,1 November, 2003,"
16048,place,"USA,New York,Detroit,Michigan,",date,"15 December, 2003,1 November, 2003,1999,"
16049,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,",date,"15 December, 2003,5 March, 2004,"
16050,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,",date,"15 December, 2003,5 March, 2004,1997,"
16051,place,"USA,Canada,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Toronto,",date,"1 November, 2003,12 December, 2002,"
16052,place,"USA,Canada,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,2002,"
16053,place,"USA,Canada,London,UK,Heathrow Airport,Montreal,",date,"12 December, 2002,1 May, 2003,"
16054,place,"USA,Bahamas,Nassau,Texas,Freeport,",date,"1999,1 December, 2004,"
16055,place,"USA,Cuba,Bahamas,Nassau,Freeport,",date,"1993,1 December, 2004,"
16056,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,"
16057,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,10 August, 2001,"
16058,place,"USA,Virginia,London,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1999,2002,10 August, 2001,"
16059,place,"USA,Newark,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,2002,10 August, 2001,"
16060,place,"USA,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,1999,2002,10 August, 2001,"
16061,place,"USA,Windsor,Ontario,Canada,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,2002,10 August, 2001,"
16062,place,"USA,Virginia,Laurel,",date,"1 November, 2003,1999,2001,2002,10 August, 2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
16063,place,"USA,Canada,London,UK,Detroit,Michigan,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,2002,10 August, 2001,"
16064,place,"USA,Canada,London,UK,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,2002,10 August, 2001,1 May, 2003,"
16065,place,"Cuba,Havana,Moscow,Russia,Columbia,Middle East,Bogota,",date,"1992,28 November, 2004,"
16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,"
16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,"
16068,place,"USA,Morocco,Chicago,Illinois,",date,"1 July, 2003,16 May, 2003,"
16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,"
16070,place,"USA,Bahamas,Nassau,London,UK,11 Apple St.,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,1 May, 2003,"
16071,place,"USA,London,UK,Afghanistan,Chicago,Illinois,",date,"1998,1999,1996,1993,16 May, 2003,1993 - 1998,July 17, 1999,"
16072,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",date,"2 January, 2004,3 November, 2003,"
16073,place,"USA,New York,Florida,Miami,Bahamas,Nassau,Freeport,Maryland,Baltimore,New York City,NYC,",date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,"
